REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD,TARGET
Казань,Бухгалтер,137245,1203736,72,1
Москва,Экономист,112309,1937892,96,1
Питер,Программист,96231,1550036,96,1
Москва,Бухгалтер,96231,1965596,96,1
Москва,Программист,189242,1203736,108,1
Казань,Экономист,96231,1383812,84,1
Питер,Программист,189242,1716260,96,1
Казань,Экономист,75614,1051364,48,1
Москва,Программист,210561,1716260,108,1
Казань,Программист,75614,1702408,36,0
Москва,Программист,210561,1688556,108,1
Казань,Программист,112309,1743964,60,1
Москва,Программист,137245,1328404,24,0
Казань,Экономист,89450,718916,60,1
Москва,Экономист,96231,552692,60,1
Москва,Экономист,189242,261800,72,1
Казань,Программист,137245,1272996,36,1
Казань,Бухгалтер,210561,1896336,96,1
Москва,Программист,189242,968252,84,1
Казань,Бухгалтер,189242,1009808,96,1
Казань,Программист,157495,261800,84,1
Казань,Экономист,112309,1231440,12,0
Питер,Бухгалтер,75614,1522332,36,0
Питер,Экономист,157495,317208,72,1
Казань,Программист,112309,1827076,84,1
Казань,Экономист,89450,1466924,36,0
Казань,Экономист,157495,912844,84,1
Питер,Экономист,157495,289504,12,1
Казань,Экономист,189242,1840928,12,0
Москва,Экономист,137245,1342256,36,1
Питер,Программист,75614,1896336,12,0
Питер,Экономист,137245,524988,12,0
Питер,Экономист,112309,954400,48,1
Москва,Программист,210561,788176,12,0
Москва,Экономист,96231,691212,24,1
Казань,Экономист,89450,1079068,48,1
Питер,Программист,137245,1369960,72,1
Казань,Экономист,137245,1799372,108,1
Питер,Бухгалтер,112309,1134476,72,1
Москва,Программист,112309,1550036,72,1
Казань,Бухгалтер,96231,677360,36,1
Питер,Экономист,210561,220244,96,1
Питер,Программист,137245,261800,12,1
Москва,Экономист,189242,1813224,96,1
Казань,Бухгалтер,89450,1674704,84,1
Москва,Бухгалтер,157495,1868632,24,0
Казань,Бухгалтер,210561,1203736,24,1
Казань,Экономист,89450,815880,108,1
Москва,Бухгалтер,157495,358764,12,1
Москва,Бухгалтер,112309,1771668,72,1
Москва,Бухгалтер,157495,1148328,12,0
Питер,Бухгалтер,157495,1854780,12,0
Питер,Программист,96231,829732,12,0
Казань,Программист,89450,1480776,36,0
Казань,Программист,89450,1162180,72,1
Питер,Бухгалтер,96231,1605444,36,0
Казань,Экономист,189242,802028,84,1
Казань,Бухгалтер,137245,1369960,48,1
Питер,Программист,210561,1688556,72,1
Москва,Бухгалтер,157495,1743964,84,1
Москва,Бухгалтер,96231,1480776,108,1
Питер,Программист,189242,192540,36,1
Москва,Программист,210561,829732,72,1
Питер,Бухгалтер,137245,1189884,84,1
Питер,Программист,137245,1508480,72,1
Москва,Программист,112309,538840,96,1
Казань,Бухгалтер,96231,317208,84,1
Москва,Экономист,112309,441876,84,1
Москва,Экономист,96231,746620,36,1
Питер,Программист,137245,344912,48,1
Казань,Экономист,189242,192540,72,1
Москва,Бухгалтер,75614,663508,24,0
Питер,Экономист,157495,1314552,12,0
Питер,Программист,75614,982104,24,0
Москва,Бухгалтер,157495,1854780,84,1
Питер,Экономист,89450,220244,96,1
Москва,Бухгалтер,112309,580396,84,1
Питер,Экономист,75614,1563888,72,1
Казань,Программист,157495,344912,36,1
Москва,Бухгалтер,210561,1134476,72,1
Москва,Экономист,137245,1619296,108,1
Питер,Бухгалтер,89450,788176,60,1
Казань,Бухгалтер,189242,1924040,36,1
Питер,Программист,112309,1162180,96,1
Казань,Бухгалтер,210561,1536184,12,0
Москва,Программист,75614,1411516,72,1
Питер,Бухгалтер,89450,1189884,84,1
Питер,Программист,75614,1771668,36,0
Казань,Экономист,189242,1037512,48,1
Москва,Бухгалтер,112309,469580,12,0
Питер,Программист,157495,677360,84,1
Питер,Экономист,96231,1924040,24,0
Казань,Экономист,75614,1660852,48,0
Питер,Экономист,75614,1245292,12,0
Питер,Экономист,210561,220244,108,1
Питер,Экономист,75614,566544,48,1
Питер,Программист,112309,1037512,96,1
Казань,Программист,96231,206392,72,1
Казань,Программист,112309,441876,96,1
Москва,Экономист,157495,1924040,48,1
Казань,Бухгалтер,89450,1799372,12,0
Казань,Экономист,210561,1854780,48,1
Казань,Программист,137245,331060,36,1
Казань,Программист,189242,1757816,36,1
Москва,Экономист,112309,358764,60,1
Казань,Бухгалтер,89450,1272996,12,0
Казань,Бухгалтер,137245,594248,24,1
Питер,Экономист,96231,1259144,72,1
Питер,Экономист,89450,428024,96,1
Казань,Программист,75614,1189884,96,1
Москва,Программист,189242,1619296,48,1
Москва,Программист,210561,275652,36,1
Москва,Программист,96231,428024,48,1
Питер,Программист,210561,802028,96,1
Казань,Экономист,89450,1716260,108,1
Питер,Экономист,89450,1868632,24,0
Казань,Бухгалтер,112309,303356,24,1
Москва,Программист,189242,1660852,84,1
Казань,Экономист,75614,1369960,108,1
Питер,Экономист,210561,1453072,48,1
Казань,Программист,189242,1217588,36,1
Питер,Программист,75614,649656,96,1
Казань,Программист,137245,1369960,36,1
Казань,Программист,189242,774324,36,1
Казань,Бухгалтер,112309,608100,72,1
Казань,Программист,96231,580396,72,1
Питер,Программист,137245,663508,96,1
Москва,Бухгалтер,157495,1176032,24,0
Питер,Экономист,189242,303356,84,1
Питер,Бухгалтер,157495,1106772,84,1
Казань,Экономист,210561,621952,84,1
Питер,Программист,157495,995956,24,1
Казань,Бухгалтер,210561,1009808,108,1
Питер,Бухгалтер,210561,1314552,60,1
Питер,Бухгалтер,210561,1466924,84,1
Москва,Бухгалтер,75614,1106772,108,1
Питер,Бухгалтер,157495,705064,96,1
Казань,Бухгалтер,96231,608100,12,0
Москва,Программист,96231,331060,36,1
Казань,Программист,210561,303356,60,1
Москва,Программист,112309,524988,24,1
Москва,Бухгалтер,96231,1840928,24,0
Питер,Бухгалтер,112309,1439220,24,0
Питер,Экономист,189242,1286848,84,1
Питер,Бухгалтер,189242,912844,84,1
Питер,Бухгалтер,137245,1106772,24,0
Москва,Экономист,89450,1342256,36,0
Питер,Экономист,89450,1854780,96,1
Питер,Экономист,112309,608100,108,1
Москва,Программист,75614,1259144,84,1
Питер,Программист,75614,1605444,12,0
Питер,Программист,137245,580396,24,1
Питер,Бухгалтер,157495,926696,72,1
Казань,Экономист,112309,940548,84,1
Москва,Бухгалтер,96231,1439220,36,0
Москва,Бухгалтер,210561,1813224,48,1
Питер,Экономист,137245,1840928,24,0
Казань,Экономист,89450,455728,96,1
Москва,Программист,75614,1924040,108,1
Питер,Программист,112309,788176,12,0
Казань,Программист,112309,1647000,108,1
Казань,Бухгалтер,137245,428024,12,1
Москва,Экономист,89450,566544,48,1
Казань,Программист,157495,386468,24,1
Казань,Программист,210561,1480776,84,1
Питер,Программист,89450,691212,60,1
Питер,Программист,112309,677360,108,1
Казань,Программист,210561,1425368,12,0
Москва,Бухгалтер,89450,247948,84,1
Казань,Бухгалтер,157495,1065216,48,1
Питер,Бухгалтер,75614,1799372,96,1
Питер,Бухгалтер,112309,275652,24,1
Казань,Бухгалтер,75614,1550036,96,1
Москва,Экономист,75614,982104,72,1
Питер,Бухгалтер,75614,1730112,60,0
Питер,Программист,189242,802028,108,1
Казань,Экономист,89450,1647000,48,0
Москва,Бухгалтер,137245,1591592,24,0
Москва,Программист,96231,857436,72,1
Питер,Экономист,75614,995956,72,1
