REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD
Питер,Программист,89450,206392,60
Питер,Программист,137245,1494628,72
Питер,Программист,96231,1023660,96
Питер,Программист,210561,566544,24
Казань,Экономист,89450,760472,48
Москва,Экономист,157495,1120624,96
Москва,Бухгалтер,96231,1397664,36
Казань,Программист,112309,871288,36
Казань,Программист,157495,1937892,72
Москва,Программист,157495,926696,72
Питер,Экономист,89450,857436,60
Казань,Программист,189242,1328404,108
Казань,Экономист,89450,1799372,72
Москва,Программист,157495,234096,60
Питер,Экономист,210561,1633148,36
Москва,Бухгалтер,89450,898992,96
Питер,Бухгалтер,157495,1480776,24
Казань,Бухгалтер,75614,718916,96
Казань,Экономист,189242,1397664,24
Питер,Экономист,96231,663508,60
Питер,Программист,157495,1037512,48
Питер,Программист,89450,843584,84
Казань,Бухгалтер,112309,538840,84
Питер,Экономист,96231,1120624,96
Москва,Экономист,96231,774324,12
Казань,Экономист,89450,428024,60
Казань,Экономист,112309,1162180,84
Казань,Экономист,189242,1356108,48
Москва,Программист,210561,1522332,36
Москва,Бухгалтер,210561,483432,12
Питер,Бухгалтер,75614,1480776,24
Москва,Программист,189242,538840,108
Казань,Экономист,112309,538840,108
Москва,Экономист,112309,677360,72
Москва,Программист,210561,1259144,36
Казань,Экономист,189242,1369960,108
Питер,Экономист,157495,1647000,12
Питер,Экономист,157495,1176032,48
Казань,Бухгалтер,210561,732768,48
Казань,Бухгалтер,157495,414172,36
Казань,Программист,112309,1785520,12
Казань,Экономист,89450,1369960,84
Казань,Бухгалтер,96231,1591592,84
Москва,Экономист,89450,1979448,12
Казань,Бухгалтер,210561,1342256,60
Москва,Бухгалтер,75614,1425368,60
Москва,Программист,137245,1023660,48
Казань,Экономист,112309,1425368,108
Питер,Экономист,189242,1134476,24
Казань,Программист,89450,1328404,48
Москва,Бухгалтер,112309,1480776,96
Москва,Программист,189242,635804,48
Казань,Экономист,157495,1868632,48
Москва,Бухгалтер,75614,1674704,36
Казань,Бухгалтер,157495,1148328,96
Казань,Программист,75614,566544,60
Казань,Бухгалтер,137245,1688556,72
Питер,Экономист,112309,788176,84
Казань,Экономист,112309,1453072,36
Казань,Экономист,112309,635804,60
Казань,Бухгалтер,96231,289504,24
Питер,Экономист,75614,400320,96
Казань,Бухгалтер,112309,1314552,36
Москва,Экономист,189242,677360,48
Москва,Программист,96231,428024,84
Москва,Экономист,89450,621952,84
Москва,Программист,189242,1674704,60
Казань,Бухгалтер,96231,1148328,108
Москва,Бухгалтер,210561,1965596,60
Москва,Программист,189242,857436,72
Москва,Программист,89450,289504,36
Казань,Программист,89450,1259144,84
Питер,Программист,210561,400320,60
Москва,Экономист,189242,1508480,48
Питер,Бухгалтер,189242,1286848,12
Москва,Программист,112309,1605444,48
Питер,Бухгалтер,157495,1286848,108
Москва,Экономист,157495,1993300,36
Казань,Бухгалтер,210561,497284,60
Москва,Программист,189242,1245292,72
Питер,Экономист,189242,718916,108
Питер,Бухгалтер,137245,1965596,12
Казань,Экономист,75614,608100,36
Казань,Экономист,96231,1328404,60
Москва,Экономист,137245,455728,48
Москва,Бухгалтер,210561,455728,60
Москва,Экономист,89450,1730112,48
Питер,Экономист,75614,691212,72
Питер,Экономист,210561,1037512,24
Москва,Бухгалтер,157495,1286848,108
Питер,Экономист,89450,1425368,84
Питер,Бухгалтер,75614,1743964,60
Москва,Экономист,75614,995956,48
Казань,Экономист,189242,1965596,24
Москва,Программист,137245,1577740,96
Питер,Программист,96231,635804,108
Казань,Бухгалтер,112309,1577740,108
Москва,Экономист,96231,1356108,96
Казань,Программист,189242,802028,48
Питер,Программист,96231,524988,108
Казань,Экономист,210561,1383812,60
Казань,Программист,75614,1023660,12
Питер,Экономист,137245,1231440,96
Питер,Экономист,157495,649656,48
Казань,Экономист,75614,857436,84
Питер,Бухгалтер,157495,1854780,60
Москва,Бухгалтер,210561,1785520,24
Москва,Программист,96231,1605444,72
Москва,Программист,96231,192540,60
Казань,Экономист,137245,1743964,36
Москва,Программист,189242,1425368,12
Казань,Экономист,75614,1910188,96
Казань,Бухгалтер,210561,317208,12
Казань,Экономист,210561,594248,60
Казань,Программист,189242,1896336,60
Питер,Программист,89450,303356,108
Питер,Экономист,210561,1439220,72
Питер,Бухгалтер,96231,1785520,72
Питер,Экономист,75614,1383812,96
Казань,Бухгалтер,210561,538840,36
Казань,Программист,157495,843584,60
Казань,Экономист,96231,1577740,60
Москва,Бухгалтер,157495,275652,72
Питер,Программист,89450,1300700,12
Питер,Экономист,137245,1494628,72
Питер,Бухгалтер,137245,1660852,12
Питер,Бухгалтер,137245,1993300,84
Питер,Программист,75614,677360,108
Питер,Экономист,157495,566544,48
Питер,Бухгалтер,157495,1356108,48
